book
bookid, title, pages, authorid, editorial
811, wgmbcpymzze, 536, 573, pxylephfm
812, x lsommbvfhgnvfnukdlhirmxmso, 346, 55, fevjb p oxpvhagfvyklnjvo
813, nbrhtk , 509, 497, lcleabgmveuphq
814, vtuuxizykwijsay, 475, 189, lzxy
815, nqe vilwtpxosjjutdnuk, 864, 711, ugncwmhzqxw baqihqhyht
816, jdvzpgipujkqwozzatxq, 839, 676, pztcgvlm
817, hvqwxvgpxixcvibsjj mkkfvqhvax, 604, 454, whnjuiginr
818, fbpztmzi hilvtz, 160, 581, l duno
819, haekxk vuexrzmmbcyrsltwbnb, 473, 854, vjwllh  apxhhrvsn
820, tgbsc mgoabruudvwnluidbeyau, 497, 614, dmxkxltnp
821, shwttqjwils, 39, 450, pdjadvhhqg 
822, xaygzaxmwh, 502, 961, bvkid iiabkdn
823, vluctlqxt ttozlalanrtsyyizgcvo, 217, 93, yel
824, wczppcwmgtlua, 198, 25, uvztmgbd
825, zn, 303, 448, uqoezfyxollmwimp
826, xoxiamdovyrngwfjyb, 508, 301, a uyuufl zkmacwvj gcufvxpu
827, zwkzyzpblxknjdngzdczjcifxystgr, 749, 241, ojt
828, swdefgeknhau, 249, 104, czplnoszyka
829, kkebs, 90, 499, fowsbmohhtw
830, rtflbqbacrdzwzeuqfe, 738, 677, cqxukmwqbhw rmrnyt
831, hggycubqrjakgnpzvqyvz, 182, 942, xxqekr
832, zw, 792, 148, had
833, lccquizirvgwxc, 888, 473, blhkozxk chxyosywoaehfba
834, hskjssqhojnjcqweml, 899, 420, zbi
835, fgfcapjvxelhebaweh, 368, 777, glu
836, cabdawgalgrnoawxnoax, 227, 195, mclkcruwmbomwqaum
837, dtm, 314, 175, ow
838, miqd umlxju, 228, 642, s rgs
839, avdrnywkm, 604, 200, vbbf
840, u, 777, 158, dkiwpxbe  dtq
841, soerwmpefzeghhpd tt, 755, 787, eojypagisz zcncxxynungxklpgcr
842, qugyj, 406, 849, ejpcupyghoejm
843, hlylsinbtydvftglug k, 695, 73, c
844, ukxabfadpqszonemq, 628, 186, ekxhckortnmjlyyrywnbeu
845, mjw zm sfwoyxqyvuvvkxmp, 507, 259, cc ex
846, wufkr qanvwfuermxelr, 770, 957, tcweqisdmydagrbvpb
847, tq  u, 581, 401, sultxphhakvibb
848, xxzcwazxtdbehtarqiwhvsypdokuiv, 11, 252, pqamvhidcowv
849, mjdnyvuotpdhiki, 555, 4, bkndqqoltlpb
850, bxjgjdnwdm uhdofd, 235, 552, jfblaxnjsucuhfymiqjsxvgpi
851, lexfnsbtztjsrxppmfyasj, 140, 294, xjrlha
852, x, 97, 968, duqnykhqxgiqdquypmubuhh
853, hpxcs, 288, 610, ygrnectwj
854, kvfmkuivtfqcmkttsrj, 173, 847, czbzhhhq
855, yqcnzwiqevbptgxgzcvwol , 672, 901, bmdmfglkhqhp
856, kbr ed, 116, 526, j
857, btuxqzhybjhpxewcci, 27, 874, kq jqmmaublnusdncoxnzhsfonaoy
858, ima, 859, 864, wttbhljg
859, fxldtxtxss, 706, 314, erampogkhytztc uvgiouuc
860, lwtb pjtra, 738, 677, z zzqwmhlwadgmo
861, cmyenzpbxe, 276, 140, tdeirrib
862, lbd, 300, 32, zpjouupumprmtk
863, pcwxwr a, 4, 651, q
864, wytkpghlescqypuca , 900, 270, xuica
865, gcyqtbrweoryytzrhjhurb, 301, 538, rm
866, gmlgtmo emco, 116, 421, kdrbursbhhvvqvqqyguc ugwui
867, gvfhaerlsmzjilqdkwheypojvkmw, 210, 464, yaoxzfvgfxq
868, bqoajztaf, 508, 714, pmqjcqbqhyfhaebvoxok
869, gsac fqcbdpthg, 181, 419, dffturqm
870, jozdidwvzjs, 665, 194, oyfhiavlsvkvovq hsysrybknbwcd
871, aadlufrphq, 763, 747, hxbinowrenca
872, crnrut xwyg, 503, 235, nsplmvlp oactcqpjgn
873, kwmwellenrfaxruwnh, 112, 358, ogbbblvdgzzsj cjwagltqqmjak
874, dhe, 568, 306, dxncckcpdbcbukfvckbaspqxedm
875, jgqrfdhuhrohwhwwzpdbexlrijns, 75, 369, huo mlhfjcrnawxyqvt mrilom
876, c onctnpbvnjejhpzblldya , 941, 470, jvfvs dhhkyfbwi cz
877, wd, 787, 926, tcmumrcobjhejszoyqy
878, xg, 659, 35, fyiedcdjszkuzyfs s 
879, uyhxbz rgri ldposhcsukxrxisnb, 656, 315, nhxvdhy vramrsucnyqrek
880, kybmyvs, 653, 900, ysqemkjdmnxkjywqtjx
881, kbpvhxgu, 418, 307, ahhyfuakpqmchwxmjv
882, qjb ejqpfymyrwo, 905, 784, r
883, mqagnjdo, 138, 631, dq  vsvyeobwupmnhbcaqe
884, cjwltafszz, 394, 244, kgxtbwx fpcctwrlhrz
885, eceulqi, 146, 399, gqjk k
886, ahyfezl, 738, 804, egsvmnuoi
887, ysj, 371, 610, pd
888, swouvdrgeozlnahxwaphdpqmzxeeo, 49, 794, esfxprqcdha
889, djfhxrsjhebbjrzw gcjuzak, 544, 910, zj xltopjkmcbfqoz
890, ahmdnzisbiaxmiqoxwmjfvevea, 331, 206, oloalwpntmjxljyvwizwkrrxsw
891, lbl, 89, 481, yqtdkhamnguttls
892, j xrxh, 229, 624, wxwpqheukn
893, hldysbbqgttcwfadpgszeo, 790, 152, vhlpoh
894, xrmhdh, 925, 809, eqryvylyh
895, zwdbihlzzitzuytegtplzvumnxjf, 602, 553, v yvfwhzqotlfoviyd
896, uvegbi, 8, 71, pbkymubx kvkfra lo gzng
897, z, 355, 734, z njuqyqxdm
898, zvzqf, 797, 47, autp whehgfcai nzzeghspllqqc
899, vhmxweopo kwcaqmeqcha hdf, 926, 173, rjmmtloaqocmfo kgxwx
900, ctzad, 34, 418, jrgzgqmlbqrctgqbvshkuv
901, ayrble uijavxbc, 951, 221, fkwygutuxztgqgkemdifei
902, tdwoqnfuzixdoikgoiamgpawaqraa, 890, 491, pxbmrj izkfzxlmjh
903, wqntjbjmbxmvemjptlsdgceffxblvv, 355, 223, b heslkpkcabyiaetdocz
904, jpdgjuiceww, 24, 828, zfixoarlaiablvbdlrwggjcrmlj
905, mxeuqnlnhdqxw, 356, 237, drusv
906, rkulgdy, 945, 474, boekntzvqhlnwecdwohqnycb dcf 
907, uoczws , 631, 532, jc
908, kjhdabseizfbuloew, 261, 244, ascxx
909, lquuuydoyjcgwmyjjmtez, 643, 761, javishtreehzdlvnugfndipx
910, fs, 600, 370, kcechk fhph
911, uueiarcocizglda, 192, 890, yufwwmfkwit
912, nrdyp ljlpe ehi, 906, 929, jmoldnsdubazeivsogps
913, rvvgrooe, 988, 771, haanmjxliasykg oakcgh
914, apygkcikffxriruvoez, 454, 301, btbudof zoqcxir
915, iuivgqafdrapygtktjfxkpr s, 625, 345, obxzwergtazjwfjtjdmi h
916, uhjuntvvkczvjvwg gelyyxf, 169, 463, dqqstkdmov
917, yiorbbn njzgmjbisrxvdne, 266, 708, sztdbhb
918, ynhansu, 948, 690, eumettjtgkngijy
919, sjqwdabaj g, 577, 802, riumuevuxhuaisxjvbpskwxkom
920, uczh, 806, 673, hhznlike
921, qcukzpohftfusadnephmc sea, 375, 785, bdfkdzhpx
922, vteiuqoaw cnuwdeudfwh, 355, 172, r
923, kzrttdnl, 515, 317, zvgperglqnksl
924, xpawuegljugduhnvbacqek, 913, 628, erefie
925, kcv tuzzkmwbdojgoafbtsbd, 589, 389, drihomujrgffebuikbpgpwoj
926, lhpsoghycj, 165, 820, xxzokcwfnolg
927, vz gkdblxwfb umsikmw xtnjwyih, 327, 541, rv dfnfqwffjuxrzotwdqkyw
928, zxqeeyqd, 624, 160, cybdwkbhnie qkgcdyprktgau
929, txuyrbotqgwqvqbeikcgdpolee, 598, 40, bfi 
930, urak, 818, 668, ip wjdtjfwrmo
931, zx njyy, 397, 101, hxqsangogxzbpr yze
932, generoykpk, 312, 849, hsgz nmrdmfptbvvrywqdxfous
933, clqlpxwmehezncwpdcfqbqecdxdxe, 303, 809, oon ausbax
934, arponfjezbrvjhqybq, 662, 645, xpvnixebeflmfo
935, leopx tqdfepgnu, 588, 753, whmazbohovaghs
936, viaaulquuhfoctwzrjhva, 415, 77, aggq ggmygukva
937, svcwsaxkg, 482, 529, arovcnilmrgndisv
938, lsrvrvancbovxvhu pkiynorivn, 773, 118, uebb ywongdfkz
939, rlposnnehwduo bippuun jy, 668, 822, tyempdcfzshovdkpgjzgdwbw
940, colrdiegvcyhp, 835, 15, dbxnqmkycqercrjzysogyxpizciw
941, bxojgm, 120, 978, gcxjwnaxaavlzmxfcazxv
942, webl, 423, 21, agverlshi jc
943, ymtburxzqvycuszonnvtc, 668, 714, bjeeuufiymcztfxbgbsolhijpto
944, prvmupwfqcv, 24, 914, xepbn tcsv
945, gpbcgrrpyqdvs, 587, 673, klwltgxshrpiffv
946, h, 446, 279, yf tmtbgsyajn
947, rqbvobkftenxitiuxysr, 725, 663, na rjjbazbunvjoxigsequ wr u
948, yj, 717, 932, rldjwwocl
949, fjhjhtrrqmfvkrloduaihon, 835, 56, nqbsybj bzwbqvxglfdeuwoub
950, yeoyjtgyswqbzbhhjhoa, 7, 592, xgys
951, jlhxvkpibmwsolzkktwo, 75, 961, kwpqb
952, grokdrtg iaurcobuhleezx usbaio, 518, 107, nlyndm
953, otkrgidkpvbslnjnfs, 603, 430, kgkmckxfmhb
954, axmdexfgbsqhgfggsrecnfoai, 24, 104, cl
955, cnmcwucoihontt, 499, 85, qqivioikgpcpoelbb
956, hjzddfrffluxhvexrquwtywvv, 484, 791, wjnjjozuvhzggkbp
957, bhcty, 968, 879, ojttsfnjimvsnaddbhktgbtv
958, isfygjhlqvhllpmtnwwgtoor, 374, 793, gca
959, vavi, 540, 157, t
960, bloupgphhamudwk, 721, 800, s vhbschxledz
961, hkz yb, 343, 800, cd
962, lunfqxxdtu, 208, 184, c keynxuyowntm rjpqt
963, yvdndmggnfkuuymqoyutengnkl, 370, 350, xdfsigosdpuivpkpabkzmtlj easri
964, wob inmqhfiesjoqyn xpkofzxwb, 244, 705, hwswq  wtzmbmvmhxq  p gmtjce
965, butrxinumqozmlcvxkkfzwsa, 96, 723, fxiodbansufye yd vpwjdkjvhumnm
966, cwhbynhcm, 765, 672, yzltzlw yvawtjyaewnbtltqh
967, hdtyfqfcxllvicboxa ea, 797, 619, bynhzutdtvjjohveea
968, hequbmrlycr, 698, 237, wtmlbcckb
969, jwwl, 239, 67, sgzzpghfegkpmdurqzfclr
970, kyyxeqgi, 552, 945, qsmmqcweuxryuutlr
971, mkwgkecqllcq, 941, 468, kjiffzburgazjug
972, bjrztpuufe ybnqmocg, 903, 859, ny
973, rsaumkuary, 560, 580, qinndjuqhszpwvstzgpsaacz fqsq
974, gxtbnukkcvvaecrlcdxdicgne ym, 915, 925, akzrezo wtrohnbmjupcjegmfk
975, s, 367, 951, tdrxqxqoqccwthrtjxlmhjwcmy
976, xqrrxtwlpnufmi w , 849, 520, niaan xfkuk
977, ef, 484, 398, ichkrpisaekfbuvgabz 
978, rjcdzaqthoq qb, 575, 130, olrm
979, rbehvbsqs, 141, 537, zvhzfwlsjrygelaycndhzjld
980, ahmfxgxicytoxngntbfxfcdexidr, 56, 394, vqevkyf
981, bwtuvjtnyx nc, 481, 417, uennlxjpiprwcr
982, ackeh qgzcaxu, 777, 567, 
983, pzsnckvnjziqb, 882, 27, znayigaytk jgwpanptfdjodfxjx
984, rdv, 333, 112, fzfh wotjemsuokpexkojmwtdmqg
985, gfozhfqlxugpoc, 792, 406, llzogdksicclncwkpjakqrpk
986, c crcvbriroduqhixhtl, 964, 336, yshscqjoi n
987, ncpzfaby, 871, 944, ddao imab nnjojr pslnxwcm
988, cupzjwvpf iuwmgjtvxumyezlqea, 241, 773, bgyhgfhpciyzgn
989, mgvkyx e, 490, 284, mglno lxtnsz
990, gmbhmjnnztekol dghm, 554, 650, dmcjdrsl
991, luqwe, 977, 387, yh pyokssgplhrzwzqnvrv
992, madr uvixnlzznxtsmdt vok urks, 589, 923, he adgdtcliieyxwmxuxr
993, macrtq, 384, 155, xddvmzfhhmhfnst
994, seg, 813, 354, wisa
995, vyuhmscyiyjsfe ocltsvmd, 683, 545, ympiyxlzxdmxpicrdvgpagode
996, vdfsestn, 705, 991, thcmmlghfj
997, wtsrtty, 739, 518, zf jr lhsqpuu
998, xniqchpwdfttxtbggddz, 88, 245, dwjxycfvgtglznovukcckpd nzay
999, ttfqefvllvsbihwnamvnswvuj, 913, 589, x ctebigbraxndofaht
author
authorid, name, nationality
1, Jim Chen, Taiwan
2, John   Goodman, Zaire
3, Michael Crichton, USA
4, Shakespeare, England
5, Tim Chang, Taiwan
6, George Lucas, USA
7, Garcia Marquez, Colombia
8, Katsu  Moto, Japan
9, Confucius, China
10, Jesus, Nazareth
student
studentid, name, age, code, credits
0, hqosamtmmnojnek, 25, npfar, 1
1, ccvykwsldrhskhh, 6, nouu, 12
2, uccfffbvsdcbnxv, 18, xggnn, 21
3, zaanwl  qgsedmw, 8, kkpbp, 18
4, uorfgtxqeygqxvw, 9, nqqwf, 5
5, gfktwxy ggokkj, 25, pmwys, 12
6, ipvzorpwqkelklw, 2, jwuxp, 22
7, jypmsscwwlbxxko, 9, svfee, 17
8, nzx miohqzpbf x, 9, bvfol, 11
9, uazpglnmyymelex, 2, nzywb, 19
10, nyftlgrleghdzbj, 20, kbcgc, 12
11, vqmwakhvacgwhft, 15, xsnxb, 22
12, fzbwzflxmas jwm, 24, s ywh, 5
13, xlucbqinpmxzofx, 18, gmnx , 18
14, gzokmpumspguivy, 6, r mww, 5
15, tfzvfvwz yfwnlu, 22, bfrrq, 25
16, c vkmecehwbdcyq, 11, xsrul, 11
17, woawnpgcwgcplgs, 13, cbnlp, 20
18, b oueqhdisfed h, 21, ubidv, 5
19, mcj rszdegculn , 8, ilaqq, 3
20, jilbakjeealdibq, 7, lofve, 14
21, a fuppxhqd nnfh, 23, jqohd, 22
22, sgaashfjgzlfimk, 10, krerr, 12
23, pntxydsp nelzue, 15, azvjh, 18
24, xlmkkzmbrfheivf, 5, oaxoa, 0
25, kocdamq p  cpej, 23, zctqk, 6
26, ooxnrd  uwsxtes, 16, zxhzh, 8
27, sazvzjsykusowmk, 1, ggvp , 15
28, xamktnoxwblvcca, 3, cbjeg, 11
29, njbkpyohwxsotjg, 6, zitzq, 21
30, z duzrgzrsijhvv, 6, ololr, 3
31, cpvoemmfbqiqqtb, 19, ineuj, 2
32, yfqgatd  xaqyut, 19, y vzj, 1
33, pjleqkemjfx tvr, 20, z cwo, 21
34, pxdnhrjfizqwtee, 14, khyji, 19
35, lfpnothvjvv dhs, 15, nasds, 2
36, n  gwkwkixhwryp, 13, z dem, 5
37, jwmdwatsfjb mpo, 14, bukxd, 3
38, vlcdsj vlbdzirg, 25, zensz, 19
39, ezyljenmiwbdbpa, 25, jssop, 1
40, dezezbjxtysjads, 15, jifjg, 6
41, be obybcxkl jwt, 11, mupv, 0
42, kcrkvwyoniorhim, 1, aizid, 14
43, sgwcfhll hyacup, 4, esqxt, 20
44, okgosidvbukngqu, 25, mezu , 3
45, gjinutvdmawvzrd, 23, lfjle, 3
46, yxwtusxbvtkrwx, 14, tnupm, 10
47, gcamtoquwolalz , 8, pffja, 15
48, vow vj o rc jtl, 11, prbup, 0
49, uqdfusdakvhrgop, 4, znoti, 15
50, qagb nnxveizqb , 15, jhpou, 25
51, yrq nhhamwzpiqp, 1, fxopd, 17
52, cojcrkdcmyrhkxl, 21, gpvrw, 9
53, nqotdspuwhgzppq, 4, ymlay, 9
54, qvfplepvxyzcbvc, 18, lttlc, 5
55, k wcpbkiqdqwnvy, 7, r yj , 2
56, eowewdephifqzmw, 3, tkr h, 9
57, qonrfbdddrxplcs, 20, futqb, 18
58, aclzqeeeywckovz, 13, zinsj, 19
59, ughmpvqst h rso, 13, jioma, 25
60, wxeiowilwyqvmrt, 15, ojhqf, 10
61, dearmrindfbxnya, 11, twddo, 11
62, nbfxvyqkngqin a, 24, mkgfe, 25
63, qnwfypzjjstylwf, 16, lcpkh, 4
64, tdidcogegihoecn, 22, cuupy, 18
65, lnzokajsiddoczp, 2, xtopt, 13
66, vcaagaeijhb qkp, 2, dyifl, 14
67, s zcfiujbahctwp, 5, tpuyk, 0
68, waezsbmyvtautsa, 0, mpfad, 13
69, vlaovs xkattjfy, 22, uabmi, 7
70, zzqpdywimypinxq, 7, fcsbz, 1
71, jhhpiwzvrxgnvnw, 21, ujrwe, 18
72, rr eiiwguaefaed, 18, cmcto, 20
73, erytlfsagepflhk, 1, rlmzz, 18
74, cjdlwhwrultabgt, 0, fzedx, 4
75, texgxybj wsieon, 15, tctsl, 15
76, pyahdfiheefojac, 19, gqcja, 12
77, udve enklwablvr, 18, qtoq , 24
78, fnvbkvtudmnrshg, 8, xbfws, 24
79, orbtkmmgtfcevnb, 3, xoemf, 5
80, ecqwchckdd jdho, 10, xefkx, 8
81, zjrnvhuucwraldy, 6, dtweo, 17
82, vurdmyyqsuzniam, 15, vnenj, 20
83, ulupa jinavbvok, 3, wvlun, 21
84, dfszfuzm jowipi, 13, pzgvy, 13
85, gb zouhltylh si, 18, mewhr, 14
86, gkcshryodlpvzfs, 16, pywsm, 11
87, lpelmawgqfevqzu, 0, plgrz, 7
88, rmojamxxnywljkt, 14, fbdty, 22
89, k cpjasrx ttvla, 4, dattf, 24
90, ts bamfdbglggvg, 12, sntua, 14
91, uihfgkscixvitzh, 16, hzskt, 18
92, rmspklctmxrksn , 16, gzvnb, 15
93, l asvmjgbucmrkp, 8, bgrhi, 21
94, mfebanddudbhzox, 15, h bro, 14
95, bbkyqhffzgpvtxz, 15, ffuqt, 20
96, ziv hiupneumrs, 25, yag g, 11
97, ewlpyguls kvyey, 11, dnzom, 25
98, ehejopxezeehecd, 9, tymuw, 19
99, vfpibffxtegmdoh, 21, zomwl, 23
100, yuvyphktabhcsua, 12, ysghp, 19
101, nymvzghazoubljd, 15, glgou, 2
102, qcqrtgm er rftv, 21, fihjn, 20
103, wjifhhnaaligojf, 4, rztcz, 20
104, rphqgrhcenwhqcj, 6, rvvzf, 10
105, mwhhceycvyfvqju, 4, wzeds, 23
106, qumfwpgukzzymih, 24, ittsg, 1
107, g xggbhgiceihhj, 12, edhkt, 15
108, ebnxndhmwteuylj, 1, dbccl, 16
109, krjhfwgxhycxtai, 1, tw   , 13
110, mhn tcs ibegmeg, 14, rtpse, 4
111, komqcavxwmoyaip, 24, hegao, 4
112, ukgocibzmkbkhx , 21, hzzst, 24
113, tmsecl flb mcrz, 1, jmdq, 10
114, wlfm ranbuejzsu, 24, zuype, 8
115, bnbau uminglbgf, 18, jvscf, 4
116, fpwq grze  tfa, 8, pquje, 15
117, nsiwskepbtwzorc, 21, mlbyi, 25
118, brhmdweztxvulqw, 3, vwiog, 20
119, slfibxdryekkopp, 17, wvnti, 10
120, cu udsjrajysrnw, 5, nqgob, 22
121, outafcwnqonpyk , 16, alsrv, 24
122, kdedmbcpjotyydr, 9, mcxxv, 16
123, rdnoprnuxihoqwy, 22, caxub, 3
124, tgvaizhjqsmupsp, 0, kzxlh, 12
125, hjwssa tmapwhrk, 1, rbxs, 23
126, myrpqtrpgsdmkiq, 1, mbhof, 24
127, idmqfbtgjlodwse, 14, wbsbz, 13
128, ddbtrfaafxwdejm, 12, aiszr, 3
129, pdzogzjuxmmcses, 10, lik w, 1
130, hwfttdzqglyoskd, 22, cedqj, 18
131, mcwvpkyzvwkhsaz, 11, pjgou, 23
132, nsagfcy igyeots, 0, syrlm, 4
133, xafdqdsnsmlokpt, 10, tkrpq, 6
134, biqulnqdi aqrxc, 11, borxn, 2
135, dhdtstuuzibkbfm, 7, tokwc, 9
136, uefimciqvutkkog, 3, fgbex, 14
137, rndffn yqbfmfhm, 1, hnujd, 20
138, cpgzgcdxlpqdixj, 9, hutlw, 15
139, vvvdwobpnrwcbml, 15, wdcxo, 20
140, ddomeyqkepurouv, 5, j nay, 24
141, acwfczangsbbpb , 24, cwmx, 3
142, oxqsmsrullfzzka, 17, qefdd, 25
143, ednn toozu iylx, 21, ctgsg, 12
144, lcfgitabrauyiwc, 3, cwfwh, 5
145, yfgcl netgpjemp, 13, chsnr, 4
146, jiv vty gtndlhw, 19, mnmhp, 24
147, czbnwnkbeewota , 25, fzibj, 25
148, qpsaekimkrxxidt, 0, brgnb, 6
149, yszyfsmpexsobzy, 3, cfrkg, 8
150, hxygvxipabovzvk, 21, tmpcw, 21
151, sblyviwzivmucxg, 22, hbtvm, 18
152, pqhcqhthtxezuv , 6, wvkuf, 4
153, icswvngrurl eei, 1, tuhwj, 8
154, frrpq vq bmafnx, 15, nhldv, 9
155, gxlltcj cxgl pd, 16, heken, 10
156, hhpkxcry kblufx, 3, ibb j, 19
157, retoiubupwqzgql, 4, bzlvb, 2
158, nazxyezdkvhdlta, 5, vjvtd, 18
159, pudyeujflzoksbo, 19, yzuce, 16
160, sxzrizozeakxolm, 23, uhizg, 21
161, crmvjgjbesmkpus, 7, aofgg, 23
162, jtixjibkcl vsjp, 13, gjzfj, 2
163, phtmavkcqixqhez, 21, umaob, 22
164, sjeqgvmha ptvvy, 8, xtcsw, 12
165, umbplysvaxspmku, 9, olbhf, 7
166, s  qwq xokyhuss, 10, cevc , 22
167, gfn juwlbejvyb, 3, dhatm, 20
168, tdnqovjwsvoffns, 23, ouunc, 14
169, ebydzhtqiwskozs, 7, nvoel, 17
170, oqefizgeni sdvq, 1, i  fx, 13
171, elyaccciuktuefe, 13, iugqp, 24
172, fuurttmgaemq fk, 3, fecoq, 1
173, sclycbvcib rhfk, 25, hsiet, 0
174, mrnpuocngcovmx, 19, anehg, 10
175, enzzwqxfwvhndwu, 1, to lt, 18
176, xjuxtrwjbocs v , 20, frlkb, 25
177, clfbkuxglrwouxw, 14, cvsat, 10
178, atxjdyuvwajtvvy, 3, kdsem, 5
179, bulrdtlqsybkckz, 19, eulkv, 7
180, icjamtsmhfhtqnn, 20, gwouv, 19
181, udqdqmakhwsepit, 22, vse m, 17
182, tsarvlanutmjlat, 7, ovxos, 18
183, rmbni xq g tabv, 21, srgnt, 16
184, zrqaicexudonexk, 11, dctca, 17
185, zzmjsdpajnzyo y, 25, xgmcb, 11
186, tkhzyzpgcncjkwu, 15, ukqfv, 4
187, hxj whieacectis, 0, gxidp, 14
188, nsrjfdyhdbdiipc, 0, fbruu, 21
189, rukqegyjuqjxlix, 1, nwrv , 6
190, zigtppfoopgqhst, 24, jjmdr, 6
191, qhqxtofpscqkgsc, 9, apxwa, 5
192, dqwj fahckymqsf, 17, ciqgd, 5
193, bgtprwhqj uuphp, 20, g jit, 7
194, gbljwlpf ragrxf, 0, cjdcr, 19
195, hzrxokkrpmgesdt, 8, xidyb, 16
196, uboyguacvrigjp, 20, zc dv, 2
197, bvfpulujnkb wew, 19, ijgbh, 11
198, bziizlllqvlct , 6, nzvor, 9
199, nlikcfssnehnimm, 1, uimav, 18
200, dgpgsluo uytyvd, 13, cwfew, 25
201, okgxqqjjpmyvcwc, 13, aadmh, 7
202, tblrfxebmwgvy k, 4, vximz, 11
203, ptflntkhupdwpd, 3, pazht, 22
204, yqcnoobn qavavh, 13, xhety, 20
205, wvtqpimbrk nuny, 1, lusyj, 12
206, endegidqqoyziap, 10, xqqol, 5
207, lcbmeiiojwclnn, 15, cyezw, 8
208, sfcctnqinfsjimq, 11, swew, 0
209, cncooogdqzksqyb, 20, psjxe, 11
210, oebz j gmighyus, 11, gtbta, 11
211, batguybanyeymfg, 4, ymvoq, 5
212, q aphtmwdawaxbr, 20, tiy b, 12
213, ngjtyhhauvbgt l, 22, qlbug, 6
214, unurgltfbfhonq , 24, sjskw, 16
215, hccxmgosdqjeg , 22, gvjmk, 25
216, zimhczzlgvtgtmu, 4, smq d, 21
217, uxutivitqgpexkm, 8, mrmbk, 16
218, sepco jarsheezq, 16, sqvis, 7
219, vecgu tkoqsjdg, 4, oldna, 13
220, emouulvkdjivvlv, 12, dlepq, 12
221, feskkyfjmivei b, 19, yurco, 24
222, jabjedithtmnsap, 11, erj f, 14
223, fi ikeohoaswskf, 23, xbfiv, 1
224, rofdsgasawczcij, 13, j lba, 8
225, hmzjhzpgwipxzmo, 17, uwspi, 16
226, fqvncywsxealz b, 15, kblzj, 0
227, qwoatjoasbdrzrq, 5, tretv, 25
228, wbblerihbuydvnx, 17, oettj, 2
229, ww j vpbzfkryfx, 10, pnxvi, 22
230, hrgjvxiygfbprjw, 0, hicbx, 18
231, sdhisny nenunvw, 4, kbehc, 1
232, gexsscklsvuedsu, 18, mdpoq, 9
233, rguaebhbhbdmzfr, 1, u jrd, 19
234, bxyiqp fmeecxbe, 9, dxsgx, 13
235, ztvgtvskrskgbsr, 7, nljed, 5
236, gvbuwvvvenuody , 21, eovil, 14
237, uakjjlpxuvcafrn, 24, rgxuv, 1
238, cgbxmvtwunpjckw, 1, pahms, 11
239, xtmfclkpsskadnp, 14, dbckk, 16
240, fmykbnwggmlqlfm, 20, fhvlp, 17
241, dsyczgdkdiubhvp, 5, vijnb, 24
242, kiicxfsgsifgosy, 5, sqwvt, 12
243, szgshqjdhs hq y, 5, jb kl, 18
244, ahowhsrqymgpxnz, 22, hahoz, 18
245, ziintqflnojcert, 19, nlovg, 22
246, ygywumavbbehbls, 4, wvbky, 17
247, nu drnbrdrinduk, 22, xkewg, 23
248, ztdswf xbfhyqbu, 13, atvq , 10
249, wfdwkanzgbvzicm, 25, cftae, 0
250, yvzhfyanb k jaj, 24, gkwlr, 5
251, kwjyzoggyuvvlaj, 0, egxfd, 9
252, oxcmfdqsnemu ed, 5, tztks, 10
253, cyq fmrayrvw df, 8, ehz m, 8
254, ionlfhearkkpta , 2, ftixj, 18
255, j  ubbpdttoyyam, 3, v zmw, 1
256, bjrp msuiiiaele, 9, avloi, 1
257, btwsnmryadfylre, 6, xcpik, 1
258, tnemtzptcmsloqw, 8, muuqr, 13
259, pkk vbjktrhlqxt, 13, alttz, 20
260, wgxlfctawcsghuu, 1, nrdmi, 13
261, skvxxpny gxdwyz, 12, wqdi , 17
262, rqgtlfytujvatmb, 9, aixyn, 17
263, pvyxpnrkkvqd ba, 3, kdwz , 7
264, ztiasowdphubhpw, 1, qedib, 21
265, gd njqatzxlmcbn, 12, m cqr, 15
266, motrskiuphfqmvw, 22, lcxjq, 2
267, dlpdphc atmzypx, 9, ezjyx, 21
268, rqcwmzyf lxfqay, 13, nejvs, 24
269, edsxtirbbxodhl, 19, vgmrn, 11
270, chijfofftvehdip, 22, xgpaz, 3
271, buoocllygw gep, 1, whqaj, 0
272, dcnjklxotothhmq, 0, rmece, 13
273, ha bi j enizsum, 15, trszk, 21
274, vjgytc itidszwn, 8, mvpic, 2
275, kbaserfmhevuasq, 7, vf vr, 0
276, ztpn emszwjmtga, 23, smqir, 0
277, qxpvsxytiqfjttt, 21, sfkax, 20
278, xcgdsfexqbhfsv, 14, tpws , 2
279, xyncdzfpiutpff , 2, ocs w, 2
280, uzzlfhcdvxfgcnk, 11, vi wv, 24
281, cebremwltjunnhv, 6, ezlgf, 24
282, a gdabweibpxxmc, 25, qciey, 10
283, oppowvhnqptevge, 21, btpvh, 5
284, eetsgqlybdbyvkg, 23, chgma, 20
285, okarfu rhbuqvtj, 16, e sos, 13
286, gxsh hdfyqwcpdf, 18, gjcsm, 16
287, uzztrfjqqcn uwj, 8, zqiku, 0
288, psfx cdfmigzirt, 13, uto r, 19
289, wgmqwzmfwqnvwxk, 24, xjti , 11
290, jrgnocdjautsaec, 6, dykgw, 14
291, uyifah mtsfierx, 12, rzmzj, 1
292, epnzoe epqgrlqf, 1, nsqjc, 4
293, fszdvwrlegperxc, 2, cbxck, 3
294, vdlcreslgew vxs, 12, szksv, 0
